+---------------+-------------------+-----------+----------+---------------------+------------------------+---------------------+---------------------+---------------+
| department_id | department_name   | hosp_year | ken_code | insurance_provider  | hospitalizations_count | total_basic_revenue | total_extra_revenue | total_revenue |
|             1 | Cardiology        |      2023 | Δ07Α     | OAEE                |                      1 |          605.000000 |          453.750000 |   1058.750000 |
|             1 | Cardiology        |      2023 | Δ08Μ     | Uninsured           |                      1 |         2294.000000 |            0.000000 |   2294.000000 |
|             1 | Cardiology        |      2023 | Ε09Γ     | Private Insurance B |                      1 |        10706.000000 |            0.000000 |  10706.000000 |
|             1 | Cardiology        |      2023 | Ε10Α     | OAEE                |                      1 |        94009.000000 |            0.000000 |  94009.000000 |
|             1 | Cardiology        |      2023 | Ε11Μ     | Uninsured           |                      1 |        10704.000000 |            0.000000 |  10704.000000 |
|             1 | Cardiology        |      2023 | Ε11Χ     | EFKA                |                      1 |         5302.000000 |         1546.440000 |   6848.440000 |
|             1 | Cardiology        |      2023 | Ε12Α     | Private Insurance A |                      1 |         6414.000000 |         9086.500000 |  15500.500000 |
|             1 | Cardiology        |      2023 | Ε13Α     | Private Insurance B |                      1 |        37063.000000 |            0.000000 |  37063.000000 |
|             1 | Cardiology        |      2023 | Ζ01Α     | OAEE                |                      1 |        36068.000000 |            0.000000 |  36068.000000 |
|             1 | Cardiology        |      2023 | Θ05Μ     | Private Insurance A |                      1 |         2587.000000 |          565.880000 |   3152.880000 |
|             1 | Cardiology        |      2023 | Θ05Χ     | Private Insurance B |                      1 |         1218.000000 |         3045.000000 |   4263.000000 |
|             1 | Cardiology        |      2023 | Θ06Μ     | OAEE                |                      1 |         2620.000000 |          524.000000 |   3144.000000 |
|             1 | Cardiology        |      2023 | Θ06Χ     | Uninsured           |                      1 |         1581.000000 |         2766.680000 |   4347.680000 |
|             1 | Cardiology        |      2023 | Θ07Α     | EFKA                |                      1 |         1276.000000 |            0.000000 |   1276.000000 |
|             1 | Cardiology        |      2023 | Θ08Α     | Private Insurance A |                      1 |          952.000000 |         2142.000000 |   3094.000000 |
|             1 | Cardiology        |      2023 | Θ09Μ     | Private Insurance B |                      1 |         4895.000000 |            0.000000 |   4895.000000 |
|             1 | Cardiology        |      2023 | Κ12Χ     | EFKA                |                      1 |         3694.000000 |         3232.320000 |   6926.320000 |
|             1 | Cardiology        |      2023 | Κ13Μ     | Private Insurance A |                      1 |         3969.000000 |            0.000000 |   3969.000000 |
|             1 | Cardiology        |      2023 | Κ13Χ     | Private Insurance B |                      1 |         1660.000000 |          296.450000 |   1956.450000 |
|             1 | Cardiology        |      2023 | Κ14Μα    | OAEE                |                      1 |         3569.000000 |          648.880000 |   4217.880000 |
|             1 | Cardiology        |      2023 | Κ14Μβ    | Uninsured           |                      1 |         1991.000000 |          248.880000 |   2239.880000 |
|             1 | Cardiology        |      2023 | Κ14Χ     | EFKA                |                      1 |         1277.000000 |         1755.820000 |   3032.820000 |
|             1 | Cardiology        |      2023 | Κ15Μ     | Private Insurance A |                      1 |         2728.000000 |         2728.000000 |   5456.000000 |
|             1 | Cardiology        |      2023 | Κ45Μα    | Uninsured           |                      1 |         2428.000000 |          667.700000 |   3095.700000 |
|             1 | Cardiology        |      2023 | Κ45Μβ    | EFKA                |                      1 |         1019.000000 |          254.760000 |   1273.760000 |
|             1 | Cardiology        |      2023 | Κ45Χ     | Private Insurance A |                      1 |          521.000000 |          846.560000 |   1367.560000 |
|             1 | Cardiology        |      2023 | Κ46Μ     | Private Insurance B |                      1 |         1245.000000 |          830.080000 |   2075.080000 |
|             1 | Cardiology        |      2023 | Κ46Χ     | OAEE                |                      1 |          444.000000 |          388.500000 |    832.500000 |
|             1 | Cardiology        |      2023 | Κ47Α     | Uninsured           |                      1 |         2423.000000 |         1009.600000 |   3432.600000 |
|             1 | Cardiology        |      2023 | Λ01Μ     | EFKA                |                      1 |         2171.000000 |            0.000000 |   2171.000000 |
|             1 | Cardiology        |      2023 | Μ19Μ     | OAEE                |                      1 |         2648.000000 |            0.000000 |   2648.000000 |
|             1 | Cardiology        |      2023 | Μ19Χ     | Uninsured           |                      1 |         1904.000000 |         2142.000000 |   4046.000000 |
|             1 | Cardiology        |      2023 | Μ20Α     | EFKA                |                      1 |         1286.000000 |         2572.000000 |   3858.000000 |
|             1 | Cardiology        |      2023 | Μ21Α     | Private Insurance A |                      1 |         1052.000000 |          394.500000 |   1446.500000 |
|             1 | Cardiology        |      2023 | Μ23Α     | Private Insurance B |                      1 |          661.000000 |         1817.750000 |   2478.750000 |
|             1 | Cardiology        |      2023 | Μ24Α     | OAEE                |                      1 |          710.000000 |         3195.000000 |   3905.000000 |
|             1 | Cardiology        |      2023 | Μ25Μ     | Uninsured           |                      1 |         2864.000000 |            0.000000 |   2864.000000 |
|             1 | Cardiology        |      2023 | Μ77Χ     | Private Insurance B |                      1 |         1058.000000 |           44.080000 |   1102.080000 |
|             1 | Cardiology        |      2023 | Μ78Μ     | OAEE                |                      1 |         1463.000000 |          274.320000 |   1737.320000 |
|             1 | Cardiology        |      2023 | Μ78Χ     | Uninsured           |                      1 |          475.000000 |         1128.220000 |   1603.220000 |
|             1 | Cardiology        |      2023 | Μ79Μ     | EFKA                |                      1 |         2942.000000 |            0.000000 |   2942.000000 |
|             1 | Cardiology        |      2023 | Μ79Χ     | Private Insurance A |                      1 |         1370.000000 |          299.670000 |   1669.670000 |
|             1 | Cardiology        |      2023 | Ν01Μ     | Private Insurance B |                      1 |         2528.000000 |         1354.350000 |   3882.350000 |
|             1 | Cardiology        |      2023 | Ν01Χ     | OAEE                |                      1 |         1980.000000 |          396.000000 |   2376.000000 |
|             1 | Cardiology        |      2023 | Ν34Χ     | Private Insurance A |                      1 |         1012.000000 |          253.000000 |   1265.000000 |
|             1 | Cardiology        |      2023 | Ν35Α     | Private Insurance B |                      1 |          350.000000 |         1400.000000 |   1750.000000 |
|             1 | Cardiology        |      2023 | Ν36Μ     | OAEE                |                      1 |         1486.000000 |            0.000000 |   1486.000000 |
|             1 | Cardiology        |      2023 | Ν36Χ     | Uninsured           |                      1 |          482.000000 |          542.250000 |   1024.250000 |
|             1 | Cardiology        |      2023 | Ν37Α     | EFKA                |                      1 |          335.000000 |          670.080000 |   1005.080000 |
|             1 | Cardiology        |      2023 | Ν38Μ     | Private Insurance A |                      1 |         2327.000000 |            0.000000 |   2327.000000 |
|             1 | Cardiology        |      2023 | Ν38Χ     | Private Insurance B |                      1 |          879.000000 |          439.520000 |   1318.520000 |
|             1 | Cardiology        |      2023 | Π03Χα    | Private Insurance A |                      1 |         2826.000000 |         1059.720000 |   3885.720000 |
|             1 | Cardiology        |      2023 | Π03Χβ    | Private Insurance B |                      1 |         1813.000000 |          339.930000 |   2152.930000 |
|             1 | Cardiology        |      2023 | Π04Μα    | OAEE                |                      1 |         4847.000000 |            0.000000 |   4847.000000 |
|             1 | Cardiology        |      2023 | Π04Μβ    | Uninsured           |                      1 |         2710.000000 |          903.360000 |   3613.360000 |
|             1 | Cardiology        |      2023 | Π05Μα    | Private Insurance A |                      1 |         3329.000000 |          208.050000 |   3537.050000 |
|             2 | General Surgery   |      2023 | S20Μ     | Private Insurance B |                      1 |         2716.000000 |            0.000000 |   2716.000000 |
|             2 | General Surgery   |      2023 | S20Χ     | OAEE                |                      1 |         1759.000000 |            0.000000 |   1759.000000 |
|             2 | General Surgery   |      2023 | S21Μ     | Uninsured           |                      1 |          887.000000 |           44.350000 |    931.350000 |
|             2 | General Surgery   |      2023 | S21Χ     | EFKA                |                      1 |          232.000000 |          696.000000 |    928.000000 |
|             2 | General Surgery   |      2023 | S23Μ     | Private Insurance A |                      1 |         2039.000000 |          218.460000 |   2257.460000 |
|             2 | General Surgery   |      2023 | S23Χ     | Private Insurance B |                      1 |          848.000000 |           35.330000 |    883.330000 |
|             2 | General Surgery   |      2023 | Α33Μα    | Private Insurance A |                      1 |         2023.000000 |          252.900000 |   2275.900000 |
|             2 | General Surgery   |      2023 | Α33Μβ    | Private Insurance B |                      1 |         1043.000000 |          886.550000 |   1929.550000 |
|             2 | General Surgery   |      2023 | Α33Χ     | OAEE                |                      1 |          607.000000 |          303.480000 |    910.480000 |
|             2 | General Surgery   |      2023 | Α34Μα    | Uninsured           |                      1 |         1977.000000 |          296.520000 |   2273.520000 |
|             2 | General Surgery   |      2023 | Α34Μβ    | EFKA                |                      1 |         1393.000000 |            0.000000 |   1393.000000 |
|             2 | General Surgery   |      2023 | Α34Χ     | Private Insurance A |                      1 |          638.000000 |          372.190000 |   1010.190000 |
|             2 | General Surgery   |      2023 | Δ08Χ     | EFKA                |                      1 |          791.000000 |         1582.080000 |   2373.080000 |
|             2 | General Surgery   |      2023 | Δ09Α     | Private Insurance A |                      1 |          688.000000 |          258.000000 |    946.000000 |
|             2 | General Surgery   |      2023 | Δ10Α     | Private Insurance B |                      1 |          672.000000 |         1848.000000 |   2520.000000 |
|             2 | General Surgery   |      2023 | Δ11Α     | OAEE                |                      1 |          404.000000 |         1818.000000 |   2222.000000 |
|             2 | General Surgery   |      2023 | Δ12Μ     | Uninsured           |                      1 |         4871.000000 |            0.000000 |   4871.000000 |
|             2 | General Surgery   |      2023 | Δ12Χα    | EFKA                |                      1 |         3097.000000 |            0.000000 |   3097.000000 |
|             2 | General Surgery   |      2023 | Ζ02Μ     | Uninsured           |                      1 |         7225.000000 |          301.050000 |   7526.050000 |
|             2 | General Surgery   |      2023 | Ζ02Χ     | EFKA                |                      1 |         2979.000000 |          248.240000 |   3227.240000 |
|             2 | General Surgery   |      2023 | Ζ03Α     | Private Insurance A |                      1 |         2312.000000 |         1156.000000 |   3468.000000 |
|             2 | General Surgery   |      2023 | Ζ20Α     | Private Insurance B |                      1 |          241.000000 |         1265.250000 |   1506.250000 |
|             2 | General Surgery   |      2023 | Ζ21Α     | OAEE                |                      1 |          848.000000 |          265.000000 |   1113.000000 |
|             2 | General Surgery   |      2023 | Ζ22Μ     | Uninsured           |                      1 |         1167.000000 |          486.200000 |   1653.200000 |
|             2 | General Surgery   |      2023 | Θ09Χα    | OAEE                |                      1 |         2080.000000 |            0.000000 |   2080.000000 |
|             2 | General Surgery   |      2023 | Θ09Χβ    | Uninsured           |                      1 |         1765.000000 |         1176.640000 |   2941.640000 |
|             2 | General Surgery   |      2023 | Θ20Α     | EFKA                |                      1 |          297.000000 |         1262.250000 |   1559.250000 |
|             2 | General Surgery   |      2023 | Θ20Μ     | Private Insurance A |                      1 |         4296.000000 |            0.000000 |   4296.000000 |
|             2 | General Surgery   |      2023 | Θ20Χ     | Private Insurance B |                      1 |         1580.000000 |          282.150000 |   1862.150000 |
|             2 | General Surgery   |      2023 | Θ21Α     | OAEE                |                      1 |         2599.000000 |          379.050000 |   2978.050000 |
|             2 | General Surgery   |      2023 | Κ15Χ     | Private Insurance B |                      1 |         2013.000000 |         1258.100000 |   3271.100000 |
|             2 | General Surgery   |      2023 | Κ16Μ     | OAEE                |                      1 |         1531.000000 |         1403.380000 |   2934.380000 |
|             2 | General Surgery   |      2023 | Κ16Χ     | Uninsured           |                      1 |         1118.000000 |         2655.250000 |   3773.250000 |
|             2 | General Surgery   |      2023 | Κ17Μ     | EFKA                |                      1 |         2892.000000 |          433.800000 |   3325.800000 |
|             2 | General Surgery   |      2023 | Κ17Χ     | Private Insurance A |                      1 |         2617.000000 |         9159.500000 |  11776.500000 |
|             2 | General Surgery   |      2023 | Κ18Μ     | Private Insurance B |                      1 |         2226.000000 |         1192.500000 |   3418.500000 |
|             2 | General Surgery   |      2023 | Λ01Χ     | Private Insurance A |                      1 |         1541.000000 |          577.860000 |   2118.860000 |
|             2 | General Surgery   |      2023 | Λ02Μ     | Private Insurance B |                      1 |         1743.000000 |         1416.220000 |   3159.220000 |
|             2 | General Surgery   |      2023 | Λ02Χ     | OAEE                |                      1 |         1175.000000 |           97.920000 |   1272.920000 |
|             2 | General Surgery   |      2023 | Λ03Μ     | Uninsured           |                      1 |         1249.000000 |          832.640000 |   2081.640000 |
|             2 | General Surgery   |      2023 | Λ03Χ     | EFKA                |                      1 |          886.000000 |         1772.000000 |   2658.000000 |
|             2 | General Surgery   |      2023 | Λ04Μ     | Private Insurance A |                      1 |         1807.000000 |            0.000000 |   1807.000000 |
|             2 | General Surgery   |      2023 | Μ25Χ     | EFKA                |                      1 |         1260.000000 |         1050.000000 |   2310.000000 |
|             2 | General Surgery   |      2023 | Μ27Μ     | Private Insurance A |                      1 |         2179.000000 |          665.830000 |   2844.830000 |
|             2 | General Surgery   |      2023 | Μ27Χ     | Private Insurance B |                      1 |          902.000000 |          563.750000 |   1465.750000 |
|             2 | General Surgery   |      2023 | Μ28Μ     | OAEE                |                      1 |         2639.000000 |          179.940000 |   2818.940000 |
|             2 | General Surgery   |      2023 | Μ28Χ     | Uninsured           |                      1 |         1379.000000 |         3275.220000 |   4654.220000 |
|             2 | General Surgery   |      2023 | Μ29Α     | EFKA                |                      1 |         1903.000000 |         3330.250000 |   5233.250000 |
|             2 | General Surgery   |      2023 | Ν02Μα    | Uninsured           |                      1 |         7730.000000 |            0.000000 |   7730.000000 |
|             2 | General Surgery   |      2023 | Ν02Μβ    | EFKA                |                      1 |         4721.000000 |            0.000000 |   4721.000000 |
|             2 | General Surgery   |      2023 | Ν02Χ     | Private Insurance A |                      1 |         3836.000000 |          411.000000 |   4247.000000 |
|             2 | General Surgery   |      2023 | Ν03Μ     | Private Insurance B |                      1 |         5914.000000 |          197.140000 |   6111.140000 |
|             2 | General Surgery   |      2023 | Ν03Χ     | OAEE                |                      1 |         3990.000000 |            0.000000 |   3990.000000 |
|             2 | General Surgery   |      2023 | Ν04Μ     | Uninsured           |                      1 |         4267.000000 |            0.000000 |   4267.000000 |
|             2 | General Surgery   |      2023 | Ν39Μ     | OAEE                |                      1 |         1323.000000 |          926.100000 |   2249.100000 |
|             2 | General Surgery   |      2023 | Ν39Χ     | Uninsured           |                      1 |          537.000000 |            0.000000 |    537.000000 |
|             2 | General Surgery   |      2023 | Ν40Α     | EFKA                |                      1 |          272.000000 |          816.000000 |   1088.000000 |
|             2 | General Surgery   |      2023 | Ν41Μ     | Private Insurance A |                      1 |         1837.000000 |          459.200000 |   2296.200000 |
|             2 | General Surgery   |      2023 | Ν41Χ     | Private Insurance B |                      1 |          693.000000 |          231.000000 |    924.000000 |
|             2 | General Surgery   |      2023 | Ν42Μα    | OAEE                |                      1 |         5805.000000 |            0.000000 |   5805.000000 |
|             2 | General Surgery   |      2023 | Π05Μβ    | Private Insurance B |                      1 |         2085.000000 |         1116.900000 |   3201.900000 |
|             2 | General Surgery   |      2023 | Π05Χ     | OAEE                |                      1 |         1379.000000 |          430.950000 |   1809.950000 |
|             2 | General Surgery   |      2023 | Π06Α     | Uninsured           |                      1 |         1037.000000 |         1123.460000 |   2160.460000 |
|             7 | ICU               |      2023 | Α21Χ     | OAEE                |                      1 |         1035.000000 |          344.960000 |   1379.960000 |
|             7 | ICU               |      2023 | Α22Μα    | Uninsured           |                      1 |         1938.000000 |          532.950000 |   2470.950000 |
|             7 | ICU               |      2023 | Α22Μβ    | EFKA                |                      1 |         1144.000000 |           95.340000 |   1239.340000 |
|             7 | ICU               |      2023 | Α22Χ     | Private Insurance A |                      1 |          630.000000 |          630.000000 |   1260.000000 |
|             7 | ICU               |      2023 | Γ01Α     | Private Insurance B |                      1 |         2964.000000 |          833.580000 |   3797.580000 |
|             7 | ICU               |      2023 | Γ04Μ     | OAEE                |                      1 |         2062.000000 |            0.000000 |   2062.000000 |
|             7 | ICU               |      2023 | Γ04Χ     | Uninsured           |                      1 |         1525.000000 |         1016.640000 |   2541.640000 |
|             7 | ICU               |      2023 | Γ05Μ     | EFKA                |                      1 |         2147.000000 |         1073.520000 |   3220.520000 |
|             7 | ICU               |      2023 | Δ29Α     | Private Insurance A |                      1 |          161.000000 |          764.750000 |    925.750000 |
|             7 | ICU               |      2023 | Δ29Μ     | Private Insurance B |                      1 |         2171.000000 |            0.000000 |   2171.000000 |
|             7 | ICU               |      2023 | Δ29Χ     | OAEE                |                      1 |         1377.000000 |          344.260000 |   1721.260000 |
|             7 | ICU               |      2023 | Ε01Α     | Uninsured           |                      1 |        28907.000000 |            0.000000 |  28907.000000 |
|             7 | ICU               |      2023 | Η40Χ     | EFKA                |                      1 |          366.000000 |           45.750000 |    411.750000 |
|             7 | ICU               |      2023 | Η41Μ     | Private Insurance A |                      1 |         1930.000000 |           53.610000 |   1983.610000 |
|             7 | ICU               |      2023 | Η41Χ     | Private Insurance B |                      1 |          872.000000 |          708.500000 |   1580.500000 |
|             7 | ICU               |      2023 | Η42Μ     | OAEE                |                      1 |         1938.000000 |            0.000000 |   1938.000000 |
|             7 | ICU               |      2023 | Κ05Χ     | Uninsured           |                      1 |         7270.000000 |            0.000000 |   7270.000000 |
|             7 | ICU               |      2023 | Κ06Μ     | EFKA                |                      1 |         7182.000000 |          538.650000 |   7720.650000 |
|             7 | ICU               |      2023 | Κ06Χ     | Private Insurance A |                      1 |         5077.000000 |         2357.160000 |   7434.160000 |
|             7 | ICU               |      2023 | Κ07Μα    | Private Insurance B |                      1 |        10554.000000 |            0.000000 |  10554.000000 |
|             7 | ICU               |      2023 | Κ36Χ     | OAEE                |                      1 |          374.000000 |          327.250000 |    701.250000 |
|             7 | ICU               |      2023 | Κ37Μ     | Uninsured           |                      1 |         1198.000000 |          499.200000 |   1697.200000 |
|             7 | ICU               |      2023 | Κ37Χ     | EFKA                |                      1 |          459.000000 |           57.380000 |    516.380000 |
|             7 | ICU               |      2023 | Κ38Μ     | Private Insurance A |                      1 |         1284.000000 |          481.500000 |   1765.500000 |
|             7 | ICU               |      2023 | Μ08Χ     | Private Insurance B |                      1 |         3014.000000 |          251.160000 |   3265.160000 |
|             7 | ICU               |      2023 | Μ09Μ     | OAEE                |                      1 |        14720.000000 |          204.440000 |  14924.440000 |
|             7 | ICU               |      2023 | Μ09Χ     | Uninsured           |                      1 |         9783.000000 |            0.000000 |   9783.000000 |
|             7 | ICU               |      2023 | Μ10Μ     | EFKA                |                      1 |         3391.000000 |          254.340000 |   3645.340000 |
|             7 | ICU               |      2023 | Μ68Μ     | Private Insurance A |                      1 |         1712.000000 |          285.360000 |   1997.360000 |
|             7 | ICU               |      2023 | Μ68Χ     | Private Insurance B |                      1 |          731.000000 |          822.420000 |   1553.420000 |
|             7 | ICU               |      2023 | Μ69Μ     | OAEE                |                      1 |         1533.000000 |            0.000000 |   1533.000000 |
|             7 | ICU               |      2023 | Μ69Χ     | Uninsured           |                      1 |          428.000000 |          749.000000 |   1177.000000 |
|             7 | ICU               |      2023 | Ν26Χ     | EFKA                |                      1 |          872.000000 |          763.000000 |   1635.000000 |
|             7 | ICU               |      2023 | Ν27Μα    | Private Insurance A |                      1 |         2529.000000 |            0.000000 |   2529.000000 |
|             7 | ICU               |      2023 | Ν27Μβ    | Private Insurance B |                      1 |         1307.000000 |          163.360000 |   1470.360000 |
|             7 | ICU               |      2023 | Ν27Χ     | OAEE                |                      1 |          482.000000 |          642.720000 |   1124.720000 |
|             7 | ICU               |      2023 | Ο13Α     | Uninsured           |                      1 |          336.000000 |         1680.000000 |   2016.000000 |
|             7 | ICU               |      2023 | Ο15Α     | Private Insurance A |                      1 |         1026.000000 |         1667.250000 |   2693.250000 |
|             7 | ICU               |      2023 | Ο15Β     | Private Insurance B |                      1 |          687.000000 |         3606.750000 |   4293.750000 |
|             3 | Internal Medicine |      2023 | S24Μ     | OAEE                |                      1 |          770.000000 |          481.200000 |   1251.200000 |
|             3 | Internal Medicine |      2023 | S24Χ     | Uninsured           |                      1 |          216.000000 |         1080.000000 |   1296.000000 |
|             3 | Internal Medicine |      2023 | S25Α     | EFKA                |                      1 |         1082.000000 |          270.480000 |   1352.480000 |
|             3 | Internal Medicine |      2023 | W10Α     | Private Insurance A |                      1 |         2014.000000 |         2013.960000 |   4027.960000 |
|             3 | Internal Medicine |      2023 | W11Α     | Private Insurance B |                      1 |          991.000000 |         2477.600000 |   3468.600000 |
|             3 | Internal Medicine |      2023 | Α35Μα    | Private Insurance B |                      1 |         1556.000000 |          437.580000 |   1993.580000 |
|             3 | Internal Medicine |      2023 | Α35Μβ    | OAEE                |                      1 |          973.000000 |            0.000000 |    973.000000 |
|             3 | Internal Medicine |      2023 | Α35Χ     | Uninsured           |                      1 |          475.000000 |          534.420000 |   1009.420000 |
|             3 | Internal Medicine |      2023 | Α36Α     | EFKA                |                      1 |         2412.000000 |          172.280000 |   2584.280000 |
|             3 | Internal Medicine |      2023 | Β01Μ     | Private Insurance A |                      1 |         3553.000000 |            0.000000 |   3553.000000 |
|             3 | Internal Medicine |      2023 | Δ12Χβ    | Private Insurance A |                      1 |         1774.000000 |          665.280000 |   2439.280000 |
|             3 | Internal Medicine |      2023 | Δ13Μ     | Private Insurance B |                      1 |         2856.000000 |            0.000000 |   2856.000000 |
|             3 | Internal Medicine |      2023 | Δ13Χ     | OAEE                |                      1 |          915.000000 |          571.900000 |   1486.900000 |
|             3 | Internal Medicine |      2023 | Δ14Α     | Uninsured           |                      1 |         4198.000000 |         1705.470000 |   5903.470000 |
|             3 | Internal Medicine |      2023 | Δ20Α     | EFKA                |                      1 |          171.000000 |          299.250000 |    470.250000 |
|             3 | Internal Medicine |      2023 | Ζ22Χ     | EFKA                |                      1 |          397.000000 |           49.620000 |    446.620000 |
|             3 | Internal Medicine |      2023 | Η01Μ     | Private Insurance A |                      1 |         7916.000000 |            0.000000 |   7916.000000 |
|             3 | Internal Medicine |      2023 | Η01Χ     | Private Insurance B |                      1 |         3682.000000 |         1315.000000 |   4997.000000 |
|             3 | Internal Medicine |      2023 | Η02Μα    | OAEE                |                      1 |         5111.000000 |            0.000000 |   5111.000000 |
|             3 | Internal Medicine |      2023 | Η02Μβ    | Uninsured           |                      1 |         2578.000000 |          143.220000 |   2721.220000 |
|             3 | Internal Medicine |      2023 | Θ22Μ     | Uninsured           |                      1 |         1393.000000 |            0.000000 |   1393.000000 |
|             3 | Internal Medicine |      2023 | Θ22Χ     | EFKA                |                      1 |          482.000000 |          662.750000 |   1144.750000 |
|             3 | Internal Medicine |      2023 | Θ23Μ     | Private Insurance A |                      1 |         1074.000000 |         1073.920000 |   2147.920000 |
|             3 | Internal Medicine |      2023 | Θ23Χ     | Private Insurance B |                      1 |          405.000000 |          253.100000 |    658.100000 |
|             3 | Internal Medicine |      2023 | Θ24Μ     | OAEE                |                      1 |         1829.000000 |          254.050000 |   2083.050000 |
|             3 | Internal Medicine |      2023 | Κ18Χ     | OAEE                |                      1 |         1146.000000 |         1002.750000 |   2148.750000 |
|             3 | Internal Medicine |      2023 | Κ19Α     | Uninsured           |                      1 |         3194.000000 |         3460.210000 |   6654.210000 |
|             3 | Internal Medicine |      2023 | Κ20Α     | EFKA                |                      1 |          760.000000 |          380.000000 |   1140.000000 |
|             3 | Internal Medicine |      2023 | Κ21Μ     | Private Insurance A |                      1 |         3680.000000 |            0.000000 |   3680.000000 |
|             3 | Internal Medicine |      2023 | Κ21Χ     | Private Insurance B |                      1 |         1494.000000 |         1213.940000 |   2707.940000 |
|             3 | Internal Medicine |      2023 | Λ04Χ     | Private Insurance B |                      1 |          571.000000 |          713.800000 |   1284.800000 |
|             3 | Internal Medicine |      2023 | Λ05Α     | OAEE                |                      1 |          334.000000 |         1503.000000 |   1837.000000 |
